1630065926.821222,0,0,0,0,0,0,1665.0,-124.92
1630066029.3783603,0,0,0,0,0,0,-15.0,-15.0
1630066063.9689522,0,0,0,0,0,0,26864.999999999996,23864.999999999996
1630066133.7519722,0,0,0,0,0,0,1665.0,-0.0
1630066133.7590835,0,0,0,0,0,0,-0.0,1665.0
1630066133.7618544,0,0,0,0,0,0,-0.0,-15.0
1630066203.9767702,0,0,0,0,0,0,26864.999999999996,23864.999999999996
1630066203.990019,0,0,0,0,0,0,1472.142857142857,-81.0
1630066203.9933853,0,0,0,0,0,0,-0.0,26864.999999999996
1630066203.9966016,0,0,0,0,0,0,23864.999999999996,26864.999999999996
1630066203.9997776,0,0,0,0,0,0,1665.0,23864.999999999996
1630066204.0026946,0,0,0,0,0,0,321293.5714285714,-124.92
1630066204.005474,0,0,0,0,0,0,-0.0,-0.0
1630066204.008423,0,0,0,0,0,0,-0.0,23864.999999999996
1630066229.5967135,0,0,0,0,0,0
1630066229.6080112,0,0,0,0,0,0
1630066229.611653,0,0,0,0,0,0
1630066229.6148643,0,0,0,0,0,0
1630066229.6181085,0,0,0,0,0,0
1630066229.621185,0,0,0,0,0,0
1630066229.6243281,0,0,0,0,0,0
1630066229.627656,0,0,0,0,0,0
1630066229.6307812,0,0,0,0,0,0
1630066229.633889,0,0,0,0,0,0
1630066229.6370819,0,0,0,0,0,0
1630066229.640301,0,0,0,0,0,0
1630066229.6434891,0,0,0,0,0,0
1630066229.6472373,0,0,0,0,0,0
1630066229.6504207,0,0,0,0,0,0
1630066229.6536067,0,0,0,0,0,0
1630066229.6567802,0,0,0,0,0,0
1630066229.6604233,0,0,0,0,0,0
1630066229.6636443,0,0,0,0,0,0
1630066229.6668005,0,0,0,0,0,0
1630066229.6700666,0,0,0,0,0,0
1630066229.674161,0,0,0,0,0,0
1630066229.6806943,0,0,0,0,0,0
1630066229.6855235,0,0,0,0,0,0
1630066229.6890666,0,0,0,0,0,0
1630066229.694591,0,0,0,0,0,0
1630066229.7030044,0,0,0,0,0,0
1630066229.7086377,0,0,0,0,0,0
1630066229.7135003,0,0,0,0,0,0
1630066229.7183814,0,0,0,0,0,0
1630066229.7231548,0,0,0,0,0,0
1630066229.728248,0,0,0,0,0,0
1630066229.7333095,0,0,0,0,0,0
1630066229.7388277,0,0,0,0,0,0
1630066229.7435505,0,0,0,0,0,0
1630066229.7490678,0,0,0,0,0,0
1630066229.7563326,0,0,0,0,0,0
1630066229.7620177,0,0,0,0,0,0
1630066229.7652218,0,0,0,0,0,0
1630066229.7686496,0,0,0,0,0,0
1630066229.7721748,0,0,0,0,0,0
1630066229.7755146,0,0,0,0,0,0
1630066229.7788122,0,0,0,0,0,0
1630066229.7822075,0,0,0,0,0,0
1630066229.7854602,0,0,0,0,0,0
1630066229.7888005,0,0,0,0,0,0
1630066229.7922807,0,0,0,0,0,0
1630066229.795657,0,0,0,0,0,0
1630066229.7990232,0,0,0,0,0,0
1630066229.8023713,0,0,0,0,0,0
1630066229.8055754,0,0,0,0,0,0
1630066229.8089137,0,0,0,0,0,0
1630066229.8121865,0,0,0,0,0,0
1630066229.8156788,0,0,0,0,0,0
1630066229.8189495,0,0,0,0,0,0
1630066229.8222241,0,0,0,0,0,0
1630066229.8253083,0,0,0,0,0,0
1630066229.8285308,0,0,0,0,0,0
1630066229.831736,0,0,0,0,0,0
1630066229.8349872,0,0,0,0,0,0
1630066229.8384953,0,0,0,0,0,0
1630066229.84186,0,0,0,0,0,0
1630066229.8456173,0,0,0,0,0,0
1630066229.8504293,0,0,0,0,0,0
1630066229.8541768,0,0,0,0,0,0
1630066229.8574147,0,0,0,0,0,0
1630066229.8606153,0,0,0,0,0,0
1630066229.8638136,0,0,0,0,0,0
