2021-08-19 08:55:04.756692,1
2021-08-19 08:55:05.014251,1
2021-08-19 08:55:05.244234,1
2021-08-19 08:55:05.479884,1
2021-08-19 08:55:05.821360,1
2021-08-19 08:55:06.358876,1
2021-08-19 08:55:06.794997,1
2021-08-19 08:55:07.277480,1
2021-08-19 08:55:07.729928,1
2021-08-19 08:55:08.164884,1
2021-08-19 08:55:08.743644,1
2021-08-19 08:55:09.173745,1
2021-08-19 08:55:09.610866,1
2021-08-19 08:55:10.007807,1
2021-08-19 08:55:10.231838,1
2021-08-19 08:55:10.470503,1
2021-08-19 08:55:10.707646,1
2021-08-19 08:55:10.941361,1
2021-08-19 08:55:11.176060,1
2021-08-19 08:55:11.406879,1
2021-08-19 08:55:11.642394,1
2021-08-19 08:55:11.946957,1
2021-08-19 08:55:12.198521,1
2021-08-19 08:55:12.427965,1
2021-08-19 08:55:12.661645,1
2021-08-19 08:55:12.891851,1
2021-08-19 08:55:13.127364,1
2021-08-19 08:55:13.379239,1
2021-08-19 08:55:13.619027,1
2021-08-19 08:55:13.858742,1
2021-08-19 08:55:14.105260,1
2021-08-19 08:55:14.347437,1
2021-08-19 08:55:14.590482,1
2021-08-19 08:55:14.810513,1
2021-08-19 08:55:15.060664,1
2021-08-19 08:55:15.289456,1
2021-08-19 08:55:15.587574,1
2021-08-19 08:55:15.829262,1
2021-08-19 08:55:43.694239,1
2021-08-19 08:55:43.923788,1
2021-08-19 08:55:44.155994,1
2021-08-19 08:55:44.393113,1
2021-08-19 08:55:44.653091,1
2021-08-19 08:55:44.909050,1
2021-08-19 08:55:45.139046,1
2021-08-19 08:55:45.398320,1
2021-08-19 08:55:45.645674,1
2021-08-19 08:55:45.878166,1
2021-08-19 08:55:46.114396,1
2021-08-19 08:55:46.348621,1
2021-08-19 08:55:46.587467,1
2021-08-19 08:55:46.815974,1
2021-08-19 08:55:47.062903,1
2021-08-19 08:55:47.280896,1
2021-08-19 08:55:47.497753,1
2021-08-19 08:55:47.715654,1
2021-08-19 08:55:47.932176,1
2021-08-19 08:55:48.149214,1
2021-08-19 08:55:48.365302,1
2021-08-19 08:55:48.580888,1
2021-08-19 08:55:48.797734,1
2021-08-19 08:55:49.016821,1
2021-08-19 08:55:49.258960,1
2021-08-19 08:55:49.493095,1
2021-08-19 08:55:49.738438,1
2021-08-19 08:55:49.987787,1
2021-08-19 08:55:50.212078,1
2021-08-19 08:55:50.435479,1
2021-08-19 08:55:53.142768,1
2021-08-19 08:55:53.366396,1
2021-08-19 08:55:53.606399,1
2021-08-19 08:55:53.831395,1
2021-08-19 08:55:54.070827,1
2021-08-19 08:55:54.295335,1
2021-08-19 08:55:54.536128,1
2021-08-19 08:55:54.761130,1
2021-08-19 08:55:55.008535,1
2021-08-19 08:55:55.240123,1
2021-08-19 08:55:55.496610,1
2021-08-19 08:55:55.725103,1
2021-08-19 08:55:55.987037,1
2021-08-19 08:55:56.221382,1
2021-08-19 08:55:56.466330,1
2021-08-19 08:55:56.691074,1
2021-08-19 08:55:56.935597,1
2021-08-19 08:55:58.084941,1
2021-08-19 08:55:58.322520,1
2021-08-19 08:55:58.543021,1
2021-08-19 08:55:58.779903,1
2021-08-19 08:55:59.014311,1
2021-08-19 08:55:59.256212,1
2021-08-19 08:55:59.475648,1
2021-08-19 08:55:59.711074,1
2021-08-19 08:56:00.195019,1
2021-08-19 08:56:00.484703,1
2021-08-19 08:56:00.727455,1
2021-08-19 08:56:00.947557,1
2021-08-19 08:56:01.173617,1
2021-08-19 08:56:01.396986,1
2021-08-19 08:56:01.642239,1
2021-08-19 08:56:01.863268,1
